"","alphaii","seii","alphaij","seij","alphaik","seik","alphaji","seji","alphajj","sejj","alphajk","sejk","alphaki","seki","alphakj","sekj","alphakk","sekk","betaiij","seiij","betaiik","seiik","betaijk","seijk","betajji","sejji","betajjk","sejjk","betajik","sejik","betakki","sekki","betakkj","sekkj","betakij","sekij","pi","pj","pk","rep","pij","pjk","pik"
"1",0.335069836441337,0.010004353086432,0.0624263344812928,0.0101317859333715,0.0624263366817189,0.0101317868146084,0.0624263417159516,0.010131786212986,0.335069834906554,0.010004353110898,0.0624263263385247,0.0101317865034727,0.0624263308800403,0.0101317868690213,0.0624263405347962,0.0101317868231197,0.33506983145549,0.010004354036631,0.00759320070791196,0.00223851676735168,0.00759320004070404,0.00223851703357774,0.00577431020894017,0.00203205555744032,0.00759319842148181,0.00223851676735168,0.00759320287464679,0.00223851703357774,0.00577431047286418,0.00203205555744032,0.00759320270688448,0.00223851676735168,0.00759319976344727,0.00223851703357774,0.00577430909669024,0.00203205555744032,0,0,0,1,0,0,0
"2",0.329075172131329,0.00913345770367587,0.0576830204987229,0.00925550145212923,0.0327369568768973,0.00903591895617688,0.057683020557472,0.0092555009039317,0.329075177020494,0.00913345749473054,0.0327369696590408,0.00903591871273287,0.0744893519286773,0.0111851711145683,0.0744893546281552,0.0111851711368616,0.325469535469609,0.0106018350113701,0.00806527938631824,0.00203560909975371,0.0114646808579729,0.00201447294014477,0.00829925329807638,0.00183178032098405,0.00806528032584365,0.00203560909975371,0.0114646782631148,0.00201447294014477,0.00829925205001587,0.00183178032098405,0.0167237051209977,0.00203560909975371,0.0167237044283633,0.00201447294014477,0.00875931209015973,0.00183178032098405,0,0,1,1,0,1,1
"3",0.325251951433137,0.0088597465055527,0.054646393007279,0.00894602350715007,0.0156675478731888,0.00860125524435923,0.0546464116153566,0.00894602343811923,0.325251968457519,0.00885974617016357,0.015667573368107,0.0086012563419437,0.0801061950146367,0.013119081189122,0.0801061975697689,0.0131190810688185,0.324565498368495,0.0121932711243192,0.00811943898401743,0.00193798954436157,0.00968842967618832,0.00189531494676716,0.00718055878185035,0.00171991250069074,0.00811943713899752,0.00193798954436157,0.00968842605491279,0.00189531494676716,0.00718055501574721,0.00171991250069074,0.0221997337333438,0.00193798954436157,0.0221997331158493,0.00189531494676716,0.0115197627929355,0.00171991250069074,0,0,2,1,0,2,2
"4",0.325317774290443,0.00849045102429081,0.0555153554106558,0.00852181363867456,0.0038224086473952,0.00810646129243509,0.0555153311257288,0.00852181475962011,0.325317720687286,0.00849044544693345,0.00382231529160089,0.00810645669125266,0.0801112748260648,0.0143970503058396,0.0801112848665692,0.0143970504813008,0.321753935593189,0.0132519717607307,0.0071319780924911,0.00180532088067399,0.00567149945794217,0.00175562873958763,0.00437848166597134,0.00158646726903574,0.00713197722849069,0.00180532088067399,0.00567151649986774,0.00175562873958763,0.00437849014230795,0.00158646726903574,0.0267351382151884,0.00180532088067399,0.026735135035561,0.00175562873958763,0.0130257978628519,0.00158646726903574,0,0,3,1,0,3,3
"5",0.332791525029929,0.00794741829232256,0.0634004633635172,0.00791549622738081,-3.63308000370638e-06,0.00749624236446909,0.0633977608033365,0.00790146451408051,0.332796993482204,0.00794549061686751,-1.93858066780907e-06,0.0074783958887638,0.0777523676541732,0.0150306704972337,0.0777523709251893,0.0150306706306416,0.319350013858516,0.0138270207265441,0.00519041866545067,0.00163482378195991,2.16450979421482e-06,0.0015963902309381,-7.90156652922044e-07,0.00143389621972672,0.00519018988299748,0.00163482378195991,6.72869044835991e-07,0.0015963902309381,-1.11944854864219e-07,0.00143389621972672,0.0295194053396676,0.00163482378195991,0.0295194044071515,0.0015963902309381,0.0127520178910721,0.00143389621972672,0,0,4,1,0,4,4
"6",0.332791525029929,0.00794741829232256,0.0634004633635172,0.00791549622738081,-3.63308000370638e-06,0.00749624236446909,0.0633977608033365,0.00790146451408051,0.332796993482204,0.00794549061686751,-1.93858066780907e-06,0.0074783958887638,0.0759833073206104,0.0151657600125198,0.0759833054127663,0.0151657599849157,0.320121999482777,0.0140446038126862,0.00519041866545067,0.00163482378195991,2.16450979421482e-06,0.0015963902309381,-7.90156652922044e-07,0.00143389621972672,0.00519018988299748,0.00163482378195991,6.72869044835991e-07,0.0015963902309381,-1.11944854864219e-07,0.00143389621972672,0.0299696768671215,0.00163482378195991,0.0299696772506186,0.0015963902309381,0.0108639443384185,0.00143389621972672,0,0,5,1,0,5,5
"7",0.327852238182898,0.012373289938216,0.0570807747614949,0.0126941311636088,0.0760006537888107,0.0134135787117824,0.0570807758774932,0.0126941308126504,0.327852232815982,0.012373290461611,0.0760006489562092,0.0134135793934859,1.64801046150349e-05,0.00608855358709076,1.51524451523879e-05,0.00609039765548099,0.325154563155253,0.00646559278539658,0.00901555982683287,0.00290190186977691,0.0251581364861047,0.00316665249256941,0.0164809159954739,0.00289973337242722,0.00901556009122709,0.00290190186977691,0.0251581384830587,0.00316665249256941,0.0164809156164167,0.00289973337242722,-4.46425485355619e-06,0.00290190186977691,-3.87729151914826e-06,0.00316665249256941,1.81040585617205e-07,0.00289973337242722,5,5,0,1,0,-5,-5
"8",0.326087832868489,0.0121391777759223,0.0555110633256117,0.0124577049435602,0.0764516518943683,0.0131988421448477,0.0555110486170594,0.0124577046776377,0.326087816450427,0.0121391771925516,0.0764516361739047,0.0131988417546236,4.80443850153422e-06,0.00608923228956794,9.31183795351555e-06,0.00609200828453982,0.324234396319955,0.00647316453795873,0.00916810216583052,0.00284505694610891,0.0251175296233313,0.00311087564440752,0.016858290609357,0.00285166225646263,0.00916810523213467,0.00284505694610891,0.0251175328037324,0.00311087564440752,0.0168582922526038,0.00285166225646263,1.23723431941684e-06,0.00284505694610891,2.20311463142549e-08,0.00311087564440752,-2.57212178878708e-06,0.00285166225646263,5,5,1,1,0,-4,-4
"9",0.325326193878783,0.011780337777798,0.0548049412996553,0.0120823387938298,0.0764314921375058,0.012770631800748,0.0548049290615049,0.0120823389043163,0.325326190533779,0.0117803393193004,0.0764314915104441,0.0127706334601567,0.00772514740721649,0.00672344403334421,0.00772511821336643,0.00672344334770545,0.32011768209237,0.00704169847767969,0.0091321598832505,0.00275189436982621,0.023684574676958,0.00298970063816967,0.0162198276781437,0.00274044664366308,0.00913216189265941,0.00275189436982621,0.0236845734974721,0.00298970063816967,0.0162198288788307,0.00274044664366308,0.00380325536994956,0.00275189436982621,0.00380326266196025,0.00298970063816967,0.000551161947442931,0.00274044664366308,5,5,2,1,0,-3,-3
"10",0.325129134863341,0.0111094403378535,0.0547859782272061,0.0113735399464964,0.0744697706773201,0.0119098427513981,0.0547859882149031,0.0113735399799798,0.325129142902786,0.0111094397466381,0.0744697695962369,0.0119098424871369,0.0175860783390437,0.00737817486944177,0.0175860856911673,0.00737817371021375,0.318809047995148,0.0076077567011928,0.00874592454749564,0.00257439959262943,0.0206420475131288,0.00275075467713875,0.0143943350239685,0.00251726582233689,0.00874592134336329,0.00257439959262943,0.0206420480460112,0.00275075467713875,0.0143943351273123,0.00251726582233689,0.00821140268985494,0.00257439959262943,0.00821140051433448,0.00275075467713875,0.0022041223123196,0.00251726582233689,5,5,3,1,0,-2,-2
